CHEM_ID,LIB_ID,COMP_ID,CHRO_LIB_ENTRY_ID,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,TYPE,INCHIKEY,SMILES,CHEMICAL_NAME,PLOT_NAME,CAS,CHEMSPIDER,HMDB,KEGG,PUBCHEM,PLATFORM
381,209,6146,126007,Amino Acid,Lysine Metabolism,123,NAMED,OYIFNHCXNCRBQI-UHFFFAOYSA-N,OC(CCCC(N)C(O)=O)=O,2-aminoadipate,2-aminoadipate,"1118-90-7,542-32-5",456,HMDB0000510,C00956,92136,Neg
382,305,47089,180870,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",481,NAMED,XVOYSCVBGLVSOL-UHFFFAOYSA-N,O=C(O)C(N)CS(=O)(O)=O,3-sulfo-alanine,3-sulfo-alanine,498-40-8,65718,HMDB0002757,C00506,72886,Polar
391,400,2132,155460,Amino Acid,Urea cycle; Arginine and Proline Metabolism,492,NAMED,RHGKLRLOHDJJDR-UHFFFAOYSA-N,NC(C(O)=O)CCCNC(N)=O,citrulline,citrulline,372-75-8,810,HMDB0000904,C00327,9750,Pos Early
392,400,1495,155377,Amino Acid,Lysine Metabolism,122,NAMED,ZDGJAHTZVHVLOT-UHFFFAOYSA-N,NC(C(O)=O)CCCCNC(C(O)=O)CCC(O)=O,saccharopine,saccharopine,997-68-2,141086,HMDB0000279,C00449,160556,Pos Early
397,400,60,155300,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",332,NAMED,ROHFNLRQFUQHCH-YFKPBYRVSA-N,O=C([C@H](CC(C)C)N)O,leucine,leucine,61-90-5,,HMDB0000687,C00123,6106,Pos Early
407,400,1301,155354,Amino Acid,Lysine Metabolism,105,NAMED,KDXKERNSBIXSRK-UHFFFAOYSA-N,NC(C(O)=O)CCCCN,lysine,lysine,56-87-1,5747,HMDB0003405,"C00739,C00047",5962,Pos Early
409,209,1303,123199,Energy,TCA Cycle,1452,NAMED,BJEPYKJPYRNKOW-UHFFFAOYSA-N,OC(C(O)=O)CC(O)=O,malate,malate,6915-15-7,510,"HMDB0031518,HMDB0000156,HMDB0000744","C00149,C00711,C00497",525,Neg
415,400,1302,155355,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",434,NAMED,FFEARJCKVFRZRR-UHFFFAOYSA-N,CSCCC(N)C(O)=O,methionine,methionine,63-68-3,5907,HMDB0000696,C00073,6137,Pos Early
418,305,1496,145730,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),1775,NAMED,ZIYVHBGGAOATLY-UHFFFAOYSA-N,O=C(C(C(O)=O)C)O,methylmalonate (MMA),methylmalonate (MMA),516-05-2,473,HMDB0000202,C02170,487,Polar
432,400,594,155332,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,4305,NAMED,DFPAKSUCGFBDDF-UHFFFAOYSA-N,NC(C1=CN=CC=C1)=O,nicotinamide,nicotinamide,98-92-0,911,HMDB0001406,C00153,936,Pos Early
439,209,1358,125724,Lipid,Long Chain Saturated Fatty Acid,1515,NAMED,QIQXTHQIDYTFRH-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(O)=O,stearate (18:0),stearate (18:0),57-11-4,5091,HMDB0000827,C01530,5281,Neg
444,400,1493,155375,Amino Acid,Urea cycle; Arginine and Proline Metabolism,487,NAMED,AHLPHDHHMVZTML-BYPYZUCNSA-N,O=C(O)[C@@H](N)CCCN,ornithine,ornithine,3184-13-2,6026,HMDB0000214,C00077,6262,Pos Early
445,305,1505,146440,Nucleotide,"Pyrimidine Metabolism, Orotate containing",4208,NAMED,PXQPEWDEAKTCGB-UHFFFAOYSA-N,O=C(C1=CC(O)=NC(O)=N1)O,orotate,orotate,50887-69-9,942,HMDB0000226,C00295,967,Polar
448,400,27727,155840,Amino Acid,Glutathione Metabolism,567,NAMED,YPZRWBKMTBYPTK-BJDJZHNGSA-N,O=C([C@@H](NC(CC[C@@H](C(O)=O)N)=O)CSSC[C@@H](C(NCC(O)=O)=O)NC(CC[C@@H](C(O)=O)N)=O)NCC(O)=O,"glutathione, oxidized (GSSG)","glutathione, oxidized (GSSG)",103239-24-3,58835,HMDB0003337,"D00031,C00127",65359,Pos Early
452,209,33447,126083,Lipid,Long Chain Monounsaturated Fatty Acid,1530,NAMED,SECPZKHBENQXJG-FPLPWBNLSA-N,CCCCCC\C=C/CCCCCCCC(O)=O,palmitoleate (16:1n7),palmitoleate (16:1n7),373-49-9,393216,HMDB0003229,C08362,445638,Neg
460,400,64,155301,Amino Acid,Phenylalanine Metabolism,140,NAMED,COLNVLDHVKWLRT-UHFFFAOYSA-N,NC(C(O)=O)CC1=CC=CC=C1,phenylalanine,phenylalanine,63-91-2,5910,HMDB0000159,C00079,6140,Pos Early
461,400,42109,156915,Energy,Oxidative Phosphorylation,1469,NAMED,NBIIXXVUZAFLBC-UHFFFAOYSA-N,O=P(O)(O)O,phosphate,phosphate,7664-38-2,1032,HMDB0001429,C00009,1061,Pos Early
463,209,597,124535,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1238,NAMED,DTBNBXWJWCWCIK-UHFFFAOYSA-N,O=P(O)(OC(C(O)=O)=C)O,phosphoenolpyruvate (PEP),phosphoenolpyruvate (PEP),10526-80-4,980,HMDB0000263,C00074,1005,Neg
469,402,1510,157932,Lipid,Sphingolipid Synthesis,3004,NAMED,AERBNCYCJBRYDG-KSZLIROESA-N,O[C@@H]([C@@H](O)[C@@H](N)CO)CCCCCCCCCCCCCC,phytosphingosine,phytosphingosine,554-62-1,21238683,HMDB0004610,C12144,122121,Pos Late
480,400,1898,155455,Amino Acid,Urea cycle; Arginine and Proline Metabolism,495,NAMED,ONIBWKKTOPOVIA-UHFFFAOYSA-N,OC(C1CCCN1)=O,proline,proline,147-85-3,128566,"HMDB0000162,HMDB0003411","C00148,C000763","8988,145742,614",Pos Early
482,305,527,146396,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1240,NAMED,JVTAAEKCZFNVCJ-UHFFFAOYSA-N,CC(O)C(O)=O,lactate,lactate,79-33-4,592,HMDB0000190,C00186,612,Polar
491,400,1651,155439,Cofactors and Vitamins,Vitamin B6 Metabolism,4451,NAMED,RADKZDMFGJYCBB-UHFFFAOYSA-N,OC1=C(C)N=CC(CO)=C1C=O,pyridoxal,pyridoxal,65-22-5,1021,HMDB0001545,C00250,1050,Pos Early
492,209,5331,152420,Cofactors and Vitamins,Vitamin B6 Metabolism,4450,NAMED,NGVDGCNFYWLIFO-UHFFFAOYSA-N,O=P(O)(O)OCC1=CN=C(C)C(O)=C1C([H])=O,pyridoxal phosphate,pyridoxal phosphate,41468-25-1,1022,HMDB0001491,C00018,1051,Neg
493,400,3138,155486,Cofactors and Vitamins,Vitamin B6 Metabolism,4449,NAMED,ZMJGSOSNSPKHNH-UHFFFAOYSA-N,NCC1=C(COP(O)(O)=O)C=NC(C)=C1O,pyridoxamine phosphate,pyridoxamine phosphate,529-96-4,1024,HMDB0001555,C00647,1053,Pos Early
496,209,2127,124603,Amino Acid,Glutathione Metabolism,566,NAMED,RWSXRVCMGQZWBV-WDSKDSINSA-N,O=C(N[C@@H](CS)C(NCC(O)=O)=O)CC[C@@H]([C@@](O)=O)N,"glutathione, reduced (GSH)","glutathione, reduced (GSH)",70-18-8,111188,HMDB0000125,"D00014,C00051",124886,Neg
500,400,1827,155451,Cofactors and Vitamins,Riboflavin Metabolism,4333,NAMED,AUNGANRZJHBGPY-UHFFFAOYSA-N,OC(C(O)C(O)CO)CN1C(C=C2C)=C(C=C2C)N=C(C(N3)=O)C1=NC3=O,riboflavin (vitamin B2),riboflavin (vitamin B2),83-88-5,431981,HMDB0000244,C00255,493570,Pos Early
501,305,1515,164364,Xenobiotics,Drug - Topical Agents,5961,NAMED,YGSDEFSMJLZEOE-UHFFFAOYSA-N,OC1=C(C(O)=O)C=CC=C1,salicylate,salicylate,69-72-7,331,HMDB0001895,C00805,338,Polar
503,400,1648,155437,Amino Acid,"Glycine, Serine and Threonine Metabolism",10,NAMED,MTCFGRXMJLQNBG-REOHCLBHSA-N,OC([C@@H](N)CO)=O,serine,serine,56-45-1,5736,HMDB0000187,C00065,5951,Pos Early
507,400,603,155336,Amino Acid,Polyamine Metabolism,552,NAMED,PFNFFQXMRSDOHW-UHFFFAOYSA-N,NCCCNCCCCNCCCN,spermine,spermine,71-44-3,1072,HMDB0001256,C00750,1103,Pos Early
512,305,2125,147494,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",471,NAMED,XOAAWQZATWQOTB-UHFFFAOYSA-N,NCCS(=O)(O)=O,taurine,taurine,107-35-7,1091,HMDB0000251,C00245,1123,Polar
519,209,1365,125728,Lipid,Long Chain Saturated Fatty Acid,1508,NAMED,TUNFSRHWOTWDNC-UHFFFAOYSA-N,OC(CCCCCCCCCCCCC)=O,myristate (14:0),myristate (14:0),544-63-8,10539,HMDB0000806,C06424,11005,Neg
522,209,35670,128273,Cofactors and Vitamins,Thiamine Metabolism,4423,NAMED,AYEKOFBPNLCAJY-UHFFFAOYSA-N,CC1=NC=C(C(N)=N1)C[N+]2=CSC(CCOP(OP(O)([O-])=O)(O)=O)=C2C,thiamin diphosphate,thiamin diphosphate,154-87-0,8715,HMDB0001372,C00068,1132,Neg
523,400,15798,164851,Cofactors and Vitamins,Thiamine Metabolism,4422,NAMED,HZSAJDVWZRBGIF-UHFFFAOYSA-N,CC1=NC=C(C[N+]2=CSC(CCOP(O)([O-])=O)=C2C)C(N)=N1,thiamin monophosphate,thiamin monophosphate,532-40-1,2627905,HMDB0002666,C01081,"1131,3382778",Pos Early
533,400,1670,155443,Amino Acid,Urea cycle; Arginine and Proline Metabolism,485,NAMED,XSQUKJJJFZCRTK-UHFFFAOYSA-N,O=C(N)N,urea,urea,57-13-6,1143,HMDB0000294,C00086,1176,Pos Early
535,209,606,123185,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4220,NAMED,DRTQHJPVMGBUCF-UHFFFAOYSA-N,OC1C(N(C=CC2=O)C(N2)=O)OC(CO)C1O,uridine,uridine,58-96-8,5807,HMDB0000296,C00299,6029,Neg
536,305,1412,147476,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4236,NAMED,MXHRCPNRJAMMIM-UHFFFAOYSA-N,O=C(NC1=O)N(C=C1)C(CC2O)OC2CO,2'-deoxyuridine,2'-deoxyuridine,951-78-0,13118,HMDB0000012,C00526,13712,Polar
537,400,607,155340,Amino Acid,Histidine Metabolism,78,NAMED,LOIYMIARKYCTBW-OWOJBTEDSA-N,O=C(O)/C=C/C1=CNC=N1,trans-urocanate,trans-urocanate,104-98-3,643824,HMDB0000301,C00785,736715,Pos Early
561,400,57,155297,Amino Acid,Glutamate Metabolism,44,NAMED,WHUUTDBJXJRKMK-VKHMYHEASA-N,O=C(O)[C@@H](N)CCC(O)=O,glutamate,glutamate,56-86-0,591,HMDB0000148,"C00025,C00217",33032,Pos Early
563,400,53,155293,Amino Acid,Glutamate Metabolism,45,NAMED,ZDXPYRJPNDTMRX-VKHMYHEASA-N,OC([C@@H](N)CCC(N)=O)=O,glutamine,glutamine,56-85-9,5746,HMDB0000641,C00064,5961,Pos Early
564,400,1284,155352,Amino Acid,"Glycine, Serine and Threonine Metabolism",17,NAMED,AYFVYJQAPQTCCC-GBXIJSLDSA-N,N[C@H](C(O)=O)[C@H](O)C,threonine,threonine,72-19-5,6051,HMDB0000167,C00188,6288,Pos Early
565,400,54,155294,Amino Acid,Tryptophan Metabolism,254,NAMED,QIVBCDIJIAJPQS-VIFPVBQESA-N,O=C(O)[C@@H](N)CC1=CNC2=C1C=CC=C2,tryptophan,tryptophan,73-22-3,6066,HMDB0000929,C00078,6305,Pos Early
566,400,1649,155438,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",416,NAMED,KZSNJWFQEVHDMF-BYPYZUCNSA-N,N[C@H](C(O)=O)C(C)C,valine,valine,72-18-4,6050,HMDB0000883,C00183,6287,Pos Early
567,400,1504,155382,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,4302,NAMED,PVNIIMVLHYAWGP-UHFFFAOYSA-N,OC(C1=CC=CN=C1)=O,nicotinate,nicotinate,59-67-6,913,HMDB0001488,C00253,938,Pos Early
568,400,2150,155464,Cofactors and Vitamins,Vitamin B6 Metabolism,4448,NAMED,NHZMQXZHNVQTQA-UHFFFAOYSA-N,NCC(C(O)=C(C)N=C1)=C1CO,pyridoxamine,pyridoxamine,58052-48-5,1023,HMDB0001431,C00534,1052,Pos Early
572,305,48152,151982,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1223,NAMED,WQZGKKKJIJFFOK-DVKNGEFBSA-N,O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,glucose,glucose,50-99-7,71358,HMDB0000122,C00031,5793,Polar
798,400,555,155320,Nucleotide,"Purine Metabolism, Adenine containing",4147,NAMED,OIRDTQYFTABQOQ-KQYNXXCUSA-N,NC1=NC=NC2=C1N=CN2[C@@]3([H])[C@@](O)([H])[C@@](O)([H])[C@](CO)([H])O3,adenosine,adenosine,58-61-7,54923,HMDB0000050,C00212,60961,Pos Early
799,400,3141,155487,Amino Acid,"Glycine, Serine and Threonine Metabolism",7,NAMED,KWIUHFFTVRNATP-UHFFFAOYSA-N,O=C(C[N+](C)(C)C)[O-],betaine,betaine,107-43-7,"19951173,242",HMDB0000043,C00719,247,Pos Early
800,400,1868,155454,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",455,NAMED,XUJNEKJLAYXESH-REOHCLBHSA-N,SC[C@H](N)C(O)=O,cysteine,cysteine,"56-89-3,52-90-4",5653,HMDB0000574,C00097,5862,Pos Early
803,305,584,146414,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",1353,NAMED,WQZGKKKJIJFFOK-DXQLJALPSA-N,O[C@@H]1C(CO)O[C@@H](O)[C@@H](O)[C@H]1O,mannose,mannose,3458-28-4,141983,HMDB0000169,"C00159,C02209,C00936","82308,439680,185698,18950",Polar
806,400,5086,155492,Amino Acid,"Glycine, Serine and Threonine Metabolism",6,NAMED,FFDGPVCHZBVARC-UHFFFAOYSA-N,CN(C)CC(O)=O,dimethylglycine,dimethylglycine,1118-68-9,653,HMDB0000092,C03626,673,Pos Early
811,400,1126,155351,Amino Acid,Alanine and Aspartate Metabolism,29,NAMED,QNAYBMKLOCPYGJ-REOHCLBHSA-N,O=C(O)[C@@H](N)C,alanine,alanine,56-41-7,5735,HMDB0000161,C00041,5950,Pos Early
815,400,1299,155353,Amino Acid,Tyrosine Metabolism,162,NAMED,OUYCCCASQSFEME-QMMMGPOBSA-N,N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,tyrosine,tyrosine,60-18-4,5833,HMDB0000158,C00082,6057,Pos Early
821,209,33442,125870,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4222,NAMED,PTJWIQPHWPFNBW-GBNDHIKLSA-N,O[C@]1([H])[C@@](O)([H])[C@](CO)([H])O[C@]1(C2=CNC(NC2=O)=O)[H],pseudouridine,pseudouridine,1445-07-4,21403010,HMDB0000767,C02067,15047,Neg
823,305,22250,146516,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1239,NAMED,LCTONWCANYUPML-UHFFFAOYSA-N,CC(C(O)=O)=O,pyruvate,pyruvate,127-17-3,96901,HMDB0000243,C00022,1060,Polar
825,305,605,146422,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4221,NAMED,ISAKRJDGNUQOIC-UHFFFAOYSA-N,O=C(NC=C1)NC1=O,uracil,uracil,66-22-8,1141,HMDB0000300,C00106,1174,Polar
827,400,514,155308,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",4252,NAMED,UHDGCWIWMRVCDJ-XVFCMESISA-N,OC[C@@H]1[C@H]([C@H]([C@H](N2C(N=C(C=C2)N)=O)O1)O)O,cytidine,cytidine,65-46-3,5940,HMDB0000089,C00475,6175,Pos Early
869,305,2856,146458,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4215,NAMED,DJJCXFVJDGTHFX-XVFCMESISA-N,O[C@]1([H])[C@@](O)([H])[C@](COP(O)(O)=O)([H])O[C@]1(N(C=C2)C(NC2=O)=O)[H],uridine 5'-monophosphate (UMP),UMP,3387-36-8,1399139,HMDB0000288,C00105,6030,Polar
870,209,5345,124835,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4214,NAMED,XCCTYIAWTASOJW-UHFFFAOYSA-N,OC1C(N(C=CC2=O)C(N2)=O)OC(COP(OP(O)(O)=O)(O)=O)C1O,uridine 5'-diphosphate (UDP),uridine 5'-diphosphate (UDP),21931-53-3,5809,HMDB0000295,C00015,6031,Neg
872,209,2183,124827,Nucleotide,"Pyrimidine Metabolism, Thymine containing",4275,NAMED,IQFYYKKMVGJFEH-XLPZGREQSA-N,O=C(NC(C(C)=C1)=O)N1[C@]2([C@@]([C@@]([C@@](CO)(O2)[H])(O)[H])([H])[H])[H],thymidine,thymidine,50-89-5,5585,HMDB0000273,C00214,5789,Neg
873,400,5341,155495,Cofactors and Vitamins,Thiamine Metabolism,4421,NAMED,OHQKBYLHTFYNQF-UHFFFAOYSA-N,NC1=C(C[N+]2=CSC(CC[O-])=C2C)C=NC(C)=N1,thiamin (vitamin B1),thiamin (vitamin B1),59-43-8,,HMDB0000235,"DG00125,C00378,D08580",1130,Pos Early
880,400,554,155319,Nucleotide,"Purine Metabolism, Adenine containing",4148,NAMED,GFFGJBXGBJISGV-UHFFFAOYSA-N,NC1=NC=NC2=C1N=CN2,adenine,adenine,73-24-5,185,HMDB0000034,C00147,190,Pos Early
881,400,573,155326,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",4253,NAMED,OPTASPLRGRRNAP-UHFFFAOYSA-N,NC1=NC(NC=C1)=O,cytosine,cytosine,71-30-7,577,HMDB0000630,C00380,597,Pos Early
882,209,604,126810,Nucleotide,"Pyrimidine Metabolism, Thymine containing",4278,NAMED,RWQNBRDOKXIBIV-UHFFFAOYSA-N,O=C1C(C)=CNC(N1)=O,thymine,thymine,65-71-4,1103,HMDB0000262,C00178,1135,Neg
888,209,1642,125736,Lipid,Medium Chain Fatty Acid,1495,NAMED,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(O)=O,caprate (10:0),caprate (10:0),334-48-5,2863,HMDB0000511,C01571,2969,Neg
892,209,1356,125722,Lipid,Long Chain Saturated Fatty Acid,1517,NAMED,ISYWECDDZWTKFF-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCC(O)=O,nonadecanoate (19:0),nonadecanoate (19:0),646-30-0,12071,HMDB0000772,C16535,12591,Neg
893,209,1118,125716,Lipid,Long Chain Saturated Fatty Acid,1518,NAMED,VKOBVWXKNCXXDE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCC(O)=O,arachidate (20:0),arachidate (20:0),506-30-9,10035,HMDB0002212,C06425,10467,Neg
913,305,15586,146486,Carbohydrate,Glycogen Metabolism,1300,NAMED,GUBGYTABKSRVRQ-ASMJPISFSA-N,O[C@@H]1[C@H]([C@H](O[C@@H]([C@H]1O)CO)O[C@H]2[C@@H]([C@H]([C@H](O[C@@H]2CO)O)O)O)O,maltose,maltose,6363-53-7,388469,HMDB0000163,C00208,10991489,Polar
914,305,1471,147709,Carbohydrate,Pentose Metabolism,1261,NAMED,PYMYPHUHKUWMLA-LMVFSUKVSA-N,O=C[C@@H]([C@@H]([C@@H](CO)O)O)O,ribose,ribose,50-69-1,4470639,HMDB0000283,C00121,5779,Polar
915,305,15573,146482,Carbohydrate,Disaccharides and Oligosaccharides,1328,NAMED,HDTRYLNUVZCQOY-QYZOZNJRSA-N,O[C@H]1[C@@H]([C@H](O[C@@H]([C@@H]1O)O[C@H]2[C@H]([C@@H]([C@H]([C@@H](O2)CO)O)O)O)CO)O,trehalose,trehalose,6138-23-4,7149,HMDB0000975,C01083,7427,Polar
917,400,512,155306,Amino Acid,Alanine and Aspartate Metabolism,40,NAMED,DCXYFEDJOCDNAF-REOHCLBHSA-N,NC(C[C@H](N)C(O)=O)=O,asparagine,asparagine,70-47-3,6031,HMDB0000168,C00152,6267,Pos Early
923,305,601,145712,Nucleotide,"Pyrimidine Metabolism, Orotate containing",4207,NAMED,UFIVEPVSAGBUSI-UHFFFAOYSA-N,O=C(C(NC1=O)CC(N1)=O)O,dihydroorotate,dihydroorotate,155-54-4,628,HMDB03349,C00337,648,Polar
1001,400,32306,155905,Amino Acid,Urea cycle; Arginine and Proline Metabolism,513,NAMED,PMMYEEVYMWASQN-DMTCNVIQSA-N,O[C@@H]1C[C@@H](C(O)=O)NC1,trans-4-hydroxyproline,hydroxyproline,51-35-4,5605,HMDB0000725,C01157,5810,Pos Early
1002,305,1107,146424,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",4134,NAMED,POJWUDADGALRAB-UHFFFAOYSA-N,O=C(N1)C(NC(N)=O)NC1=O,allantoin,allantoin,97-59-6,199,HMDB0000462,"C02348,C01551,C02350","439714,204,439713",Polar
1003,305,1117,146426,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",1363,NAMED,FBPFZTCFMRRESA-GUCUJZIJSA-N,O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)CO,galactitol (dulcitol),galactitol (dulcitol),608-66-2,11357,HMDB0000107,C01697,11850,Polar
1004,305,3147,147146,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",4122,NAMED,LRFVTYWOQMYALW-UHFFFAOYSA-N,O=C(N1)C(N=CN2)=C2NC1=O,xanthine,xanthine,69-89-6,1151,HMDB0000292,C00385,1188,Polar
1021,209,1494,123209,Amino Acid,Glutathione Metabolism,579,NAMED,ODHCTXKNWHHXJC-VKHMYHEASA-N,O=C1CC[C@@H]([C@@](O)=O)N1,5-oxoproline,5-oxoproline,98-79-3,7127,HMDB0000267,"C02237,C01879","439685,7405",Neg
1022,400,1512,155387,Amino Acid,Tryptophan Metabolism,282,NAMED,SIOXPEMLGUPBBT-UHFFFAOYSA-N,O=C(O)C1=NC=CC=C1,picolinate,picolinate,98-98-6,993,HMDB0002243,C10164,1018,Pos Early
1023,400,1516,155390,Amino Acid,"Glycine, Serine and Threonine Metabolism",5,NAMED,FSYKKLYZXJSNPZ-UHFFFAOYSA-N,CNCC(O)=O,sarcosine,sarcosine,107-97-1,1057,HMDB0000271,C00213,1088,Pos Early
1024,400,1508,155385,Cofactors and Vitamins,Pantothenate and CoA Metabolism,4337,NAMED,GHOKWGTUZJEAQD-ZETCQYMHSA-N,O=C(NCCC(O)=O)[C@H](O)C(C)(C)CO,pantothenate,pantothenate (Vitamin B5),137-08-6,6361,HMDB0000210,C00864,6613,Pos Early
1025,400,1444,155369,Amino Acid,Lysine Metabolism,131,NAMED,HXEACLLIILLPRG-UHFFFAOYSA-N,OC(C1NCCCC1)=O,pipecolate,pipecolate,4043-87-2,,HMDB0000070,,,Pos Early
1026,400,1600,155428,Lipid,Phospholipid Metabolism,2239,NAMED,SUHOOTKUPISOBE-UHFFFAOYSA-N,NCCOP(O)(O)=O,phosphoethanolamine,phosphoethanolamine (PE),1071-23-4,990,HMDB0000224,C00346,1015,Pos Early
1036,400,1778,155448,Peptide,Gamma-glutamyl Amino Acid,633,NAMED,RITKHVBHSGLULN-UHFFFAOYSA-N,O=C(O)C(CS)NC(CCC(N)C(O)=O)=O,gamma-glutamylcysteine,gamma-glutamylcysteine,636-58-8,819,HMDB0001049,C00669,123938,Pos Early
1052,305,1572,146444,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1243,NAMED,RBNPOMFGQQGHHO-UHFFFAOYSA-N,O=C(O)C(O)CO,glycerate,glycerate,600-19-1,732,"HMDB0000139,HMDB0006372",C00258,"439194,752",Polar
1053,400,3155,155489,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4239,NAMED,JSJWCHRYRHKBBW-UHFFFAOYSA-N,OC(CCNC(N)=O)=O,3-ureidopropionate,3-ureidopropionate,462-88-4,109,HMDB0000026,C02642,111,Pos Early
1082,209,1587,126818,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",336,NAMED,WXNXCEHXYPACJF-ZETCQYMHSA-N,O=C(O)[C@H](CC(C)C)NC(C)=O,N-acetylleucine,N-acetylleucine,1188-21-2,64075,HMDB0011756,C02710,70912,Neg
1083,209,1589,124587,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",435,NAMED,XUYPXLNMDZIRQH-LURJTMIESA-N,O=C(O)[C@H](CCSC)NC(C)=O,N-acetylmethionine,N-acetylmethionine,65-82-7,395338,HMDB0011745,C02712,448580,Neg
1084,209,1591,124807,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",417,NAMED,IHYJTAOFMMMOPX-LURJTMIESA-N,O=C(O)[C@@H](NC(C)=O)C(C)C,N-acetylvaline,N-acetylvaline,96-81-1,60154,HMDB0011757,,66789,Neg
1087,209,1552,125983,Lipid,Long Chain Monounsaturated Fatty Acid,1548,NAMED,DPUOLQHDNGRHBS-KTKRTIGZSA-N,OC(CCCCCCCCCCC\C=C/CCCCCCCC)=O,erucate (22:1n9),erucate (22:1n9),112-86-7,7924,HMDB0002068,C08316,"8216,5281116",Neg
1096,305,32344,147194,Carbohydrate,Nucleotide Sugar,1380,NAMED,HSCJRCZFDFQWRP-UHFFFAOYSA-N,OC1C(N(C=CC2=O)C(N2)=O)OC(COP(O)(OP(OC(C(C(O)C3O)O)OC3CO)(O)=O)=O)C1O,UDP-glucose,UDP-glucose,117756-22-6,8308,HMDB0000286,C00029,8629,Polar
1097,305,2763,147140,Carbohydrate,Nucleotide Sugar,1385,NAMED,HDYANYHVCAPMJV-UHFFFAOYSA-N,OC1C(N(C=CC2=O)C(N2)=O)OC(COP(OP(OC(C(C(O)C3O)O)OC3C(O)=O)(O)=O)(O)=O)C1O,UDP-glucuronate,UDP-glucuronate,"28053-08-9,63700-19-6",16522,HMDB0000935,C00167,17473,Polar
1099,209,1573,124583,Nucleotide,"Purine Metabolism, Guanine containing",4183,NAMED,NYHBQMYGNKIUIF-UUOKFMHZSA-N,O=C1C(N=CN2[C@@]3([H])[C@@](O)([H])[C@@](O)([H])[C@](CO)([H])O3)=C2N=C(N)N1,guanosine,guanosine,118-00-3,6544,HMDB0000133,C00387,6802,Neg
1102,209,2734,123231,Peptide,Gamma-glutamyl Amino Acid,646,NAMED,VVLXCWVSSLFQDS-QWRGUYRKSA-N,OC(C=C1)=CC=C1C[C@@H](C(O)=O)NC(CC[C@@H](C(O)=O)N)=O,gamma-glutamyltyrosine,gamma-glutamyltyrosine,7432-23-7,85142,HMDB0011741,,94340,Neg
1107,400,1586,155420,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",456,NAMED,PWKSKIMOESPYIA-BYPYZUCNSA-N,OC([C@H](CS)NC(C)=O)=O,N-acetylcysteine,N-acetylcysteine,616-91-1,11540,HMDB0001890,C06809,12035,Pos Early
1108,400,1594,155424,Nucleotide,"Pyrimidine Metabolism, Orotate containing",4206,NAMED,HLKXYZVTANABHZ-REOHCLBHSA-N,OC([C@H](CC(O)=O)NC(N)=O)=O,N-carbamoylaspartate,N-carbamoylaspartate,923-37-5,4573859,HMDB0000828,C00438,93072,Pos Early
1110,305,1585,147717,Amino Acid,Alanine and Aspartate Metabolism,31,NAMED,KTHDTJVBEPMMGL-VKHMYHEASA-N,O=C(O)[C@@H](NC(C)=O)C,N-acetylalanine,N-acetylalanine,97-69-8,79449,HMDB0000766,C02847,88064,Polar
